gene,spearman_r,p_value,n_samples
PDRG1,0.5351,0.012442002283791501,21
ING4,0.5349,0.01246702101965417,21
SIGIRR,0.5349,0.01246702101965417,21
KCNMA1,0.5348,0.022196791560161452,18
RALY,0.5346,0.012535159522973233,21
POLE,0.5346,0.012535159522973233,21
STRADA,0.5346,0.012535159522973233,21
DHX38,0.5345,0.01256039642124639,21
ZNRD2,0.5341,0.0126289323711825,21
CPNE3,0.5341,0.0126289323711825,21
WWC2,0.5339,0.01266326370338104,21
GON4L,0.5339,0.01266326370338104,21
KHDC4,0.5338,0.012697637214593745,21
TRAF7,0.5338,0.012697637214593745,21
CCT7,0.5338,0.012697637214593745,21
ADCY7,0.5338,0.012697637214593745,21
RPL26L1,0.5338,0.015337046800217394,20
KHNYN,0.5336,0.012723324325718805,21
RSBN1,0.5336,0.012723324325718805,21
SCARB1,0.5335,0.012757855413243674,21
SALL2,0.5335,0.012757855413243674,21
BCL10,0.5335,0.012757855413243674,21
MAPK8IP3,0.5333,0.015463218271371214,20
XPC,0.5333,0.012792428762898137,21
NEMF,0.5333,0.012792428762898137,21
NUS1,0.5333,0.015451500736252441,20
STOML2,0.5333,0.012792428762898137,21
SPEF1,0.533,0.06073650306561791,13
SLC6A6,0.533,0.06073650306561791,13
SLC1A3,0.533,0.06073650306561791,13
MTFR1,0.5326,0.012922661141181492,21
ECHDC2,0.5326,0.012922661141181492,21
TTC26,0.5325,0.012957519789950384,21
SPP1,0.5325,0.012957519789950384,21
SPRYD4,0.5325,0.012957519789950384,21
RBP5,0.5325,0.012957519789950384,21
PTAFR,0.5321,0.0411585803869344,15
DISP1,0.5321,0.0411585803869344,15
MRPL48,0.532,0.013053967298339096,21
EPC2,0.532,0.015764974144256542,20
VHL,0.5318,0.019100746277061875,19
CCNYL1,0.5318,0.02313200822409725,18
IL1RL1,0.5315,0.07536233505348361,12
DGKZ,0.5315,0.013151048150361817,21
LMO7,0.5315,0.02321633430784389,18
GFM2,0.5313,0.01318635371486733,21
OGN,0.5312,0.013221701602104063,21
GNG2,0.5312,0.013221701602104063,21
LLGL1,0.5312,0.013221701602104063,21
TCIRG1,0.5312,0.013221701602104063,21
EIF4G2,0.5312,0.013221701602104063,21
PTAR1,0.5312,0.013221701602104063,21
STT3B,0.5312,0.013221701602104063,21
NMRAL1,0.5307,0.013319826891587276,21
FARP1,0.5307,0.013319826891587276,21
CPT2,0.5304,0.01338283811367189,21
DTNBP1,0.5304,0.01338283811367189,21
